timestamp,age_group,current_stage,field,tech_interest,learning_source,biggest_barrier,education_gap,want_to_learn,learning_level,transferable_skills,desired_outcome,preferred_format,programme_length,learning_activities,engagement_drivers,boring_factors,launchpad_appeal,access_model,joining_hesitation,willingness_to_pay
22/06/2026 20:09:01,18-20,University student,Engineering / Robotics,Artificial intelligence / AI agents,"YouTube, Google search, ChatGPT / AI tools",I lack time,"Real industry exposure, Startup or research guidance, Access to companies or labs","Startup idea development, How to get internships or industry exposure, How to pitch and communicate ideas",Project-focused: I want to build something practical,"Problem-solving, Building prototypes, Turning ideas into action",A startup or venture concept,I am not sure,3-month programme,"Company visits, Recorded sessions I can watch later","Working on real company challenges, Building something practical, Internship, job, or research opportunities","Too many lectures, Too much theory, Too expensive",5,Paid by companies looking for young talent,"The programme is too expensive, The time commitment is too high, I do not have enough background knowledge in deep tech","A higher amount if there is clear internship, research, or startup access"
22/06/2026 21:16:56,21-24,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Quantum technology, Cybersecurity, Aerospace / space technology, FinTech","YouTube, Google search, ChatGPT / AI tools","I am interested, but not motivated enough yet",Updated knowledge about new technologies,"How deep tech is used in the real world, Hands-on prototyping, Startup idea development",Intermediate: I know some basics and want to apply them,"Problem-solving, Networking and follow-up, Using AI tools",A completed prototype,Self-paced learning with live check-ins,1-day workshop,"Hands-on workshops, Mentorship sessions, Short videos explaining concepts, AI tutor or chatbot support, Recorded sessions I can watch later","Working on real company challenges, Internship, job, or research opportunities, Fun and interactive sessions","Too many lectures, No real-world projects",4,Paid by universities or schools,"The programme is too expensive, The time commitment is too high, The location is inconvenient",A small amount if the programme is useful
22/06/2026 21:36:44,21-24,University student,AI / Computer Science / Data,"Robotics, Cybersecurity","YouTube, Google search, Social media","I am interested, but not motivated enough yet","Hands-on projects, Confidence to take action","Real case studies from startups and companies, How deep tech is used in the real world, How to build a portfolio",Intermediate: I know some basics and want to apply them,"Problem-solving, Turning ideas into action",A portfolio project,Self-paced learning with live check-ins,2-week sprint,"Hands-on workshops, Demo day or final presentation","Working on real company challenges, Building something practical, Fun and interactive sessions","Too much theory, No clear career benefit",4,Paid by companies looking for young talent,"I am not confident enough to join, I am worried the content will be too difficult",Nothing / I would only join if it is free
22/06/2026 21:37:51,21-24,University student,Engineering / Robotics,"Artificial intelligence / AI agents, Biotech / health tech","YouTube, Google search, ChatGPT / AI tools","I am interested, but not motivated enough yet","Updated knowledge about new technologies, Startup or research guidance, Confidence to take action","Beginner-friendly introductions to frontier technologies, How deep tech is used in the real world, How to build a portfolio",I am not sure yet,"Building prototypes, Understanding business models, Turning ideas into action",A completed prototype,Fully in-person,6-8 week programme,"Hands-on workshops, Meeting industry practitioners, Mentorship sessions, Team project work, Community chat or peer group","Learning from real industry practitioners, Building something practical, Access to companies, labs, or founders","Too many lectures, Too much theory, Too technical too quickly",5,"A mix of learners, companies, universities, and sponsors","I am worried the content will be too difficult, I do not know if it will help my career, I do not have enough background knowledge in deep tech",A small amount if the programme is useful
22/06/2026 22:08:31,18-20,University student,Finance / FinTech,"Artificial intelligence / AI agents, Robotics, Semiconductors / chips, FinTech","Google search, ChatGPT / AI tools, Friends or peers",I do not know where to start,"Real industry exposure, Confidence to take action, Access to companies or labs","Beginner-friendly introductions to frontier technologies, Real case studies from startups and companies, How to get internships or industry exposure",Beginner: explain the basics clearly,"Problem-solving, Understanding business models, Turning ideas into action",Internship or job opportunity,Mostly in-person with some online support,4-week programme,"Company visits, Hands-on workshops, Networking with peers, Mentorship sessions, Team project work","Building something practical, Internship, job, or research opportunities, Fun and interactive sessions","Too much time commitment, Not beginner-friendly, No certificate, portfolio, or visible outcome",4,"Free for learners, funded by companies or sponsors","The programme is too expensive, I do not know if the certificate or outcome will be valuable, I would only join if there are clear internship, job, research, or startup opportunities",Nothing / I would only join if it is free
22/06/2026 22:20:53,18-20,University student,Finance / FinTech,"Artificial intelligence / AI agents, Cybersecurity, FinTech","YouTube, Google search, ChatGPT / AI tools","I am interested, but not motivated enough yet","Updated knowledge about new technologies, Real industry exposure, Startup or research guidance","Career pathways in deep tech industries, Real case studies from startups and companies, How deep tech is used in the real world",Advanced: I want technical or specialised content,"Problem-solving, Networking and follow-up, Building prototypes",Internship or job opportunity,Fully in-person,1-day workshop,"Hands-on workshops, Meeting industry practitioners, Team project work, Hackathon-style challenge, Personalised learning roadmap","Learning from real industry practitioners, Working on real company challenges, Internship, job, or research opportunities","Too technical too quickly, No clear career benefit, Too much time commitment",4,Paid by companies looking for young talent,"The time commitment is too high, The location is inconvenient, I am not confident enough to join",A moderate amount if there are strong outcomes
22/06/2026 22:30:02,21-24,University student,Mass Communication,Artificial intelligence / AI agents,"Google search, ChatGPT / AI tools, Teachers or lecturers","I am interested, but not motivated enough yet","Hands-on projects, Career guidance, Mentorship","How deep tech is used in the real world, How to build a portfolio, How to get internships or industry exposure",Beginner: explain the basics clearly,"Problem-solving, Networking and follow-up, Public speaking",Internship or job opportunity,Mostly online with occasional in-person events,Weekend programme,"Company visits, Hands-on workshops, Networking with peers","Meeting ambitious peers, Fun and interactive sessions","No real-world projects, Too expensive",4,Paid by companies looking for young talent,"I am worried the content will be too difficult, I do not know if the certificate or outcome will be valuable, I do not have enough background knowledge in deep tech",Nothing / I would only join if it is free
22/06/2026 23:13:03,18-20,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Robotics, Climate tech, Quantum technology, Aerospace / space technology","YouTube, Google search, University or school resources",I lack time,"Real industry exposure, Hands-on projects, Access to companies or labs","Beginner-friendly introductions to frontier technologies, Real case studies from startups and companies, Hands-on prototyping",Career-focused: I want to understand pathways and opportunities,"Problem-solving, Building prototypes, Using AI tools",Internship or job opportunity,Hybrid: online learning plus in-person sessions,3-month programme,"Mentorship sessions, Hackathon-style challenge, Short videos explaining concepts, Online project feedback, Community chat or peer group","Learning from real industry practitioners, Working on real company challenges, Building something practical","Too technical too quickly, No real-world projects, No industry access",5,Paid by universities or schools,"The programme is too expensive, I am worried the content will be too basic, I would only join if there are clear internship, job, research, or startup opportunities",A small amount if the programme is useful
22/06/2026 23:26:06,18-20,University student,Merchant navy,Artificial intelligence / AI agents,ChatGPT / AI tools,I do not have peers with similar interests,Updated knowledge about new technologies,How to use AI tools effectively,Career-focused: I want to understand pathways and opportunities,"Problem-solving, Working in teams, Turning ideas into action",Internship or job opportunity,Self-paced learning with live check-ins,2-week sprint,Mentorship sessions,Meeting ambitious peers,No real-world projects,4,Paid by government or foundations,I am worried the content will be too basic,"A higher amount if there is clear internship, research, or startup access"
22/06/2026 23:26:10,21-24,University student,Law,"Aerospace / space technology, FinTech","Google search, ChatGPT / AI tools, Social media","I am interested, but not motivated enough yet","Career guidance, Mentorship","Beginner-friendly introductions to frontier technologies, Real case studies from startups and companies, Hands-on prototyping",Intermediate: I know some basics and want to apply them,"Pitching ideas, Public speaking, Building prototypes",Internship or job opportunity,Fully in-person,4-week programme,"Company visits, Hands-on workshops, Networking with peers, AI tutor or chatbot support","Getting mentor feedback, Internship, job, or research opportunities, Fun and interactive sessions","No clear career benefit, No industry access, Too expensive",4,Paid by universities or schools,"I am worried the content will be too difficult, I prefer fully in-person learning",A small amount if the programme is useful
22/06/2026 23:32:04,21-24,University student,Biotechnology / Health / Medicine,"Artificial intelligence / AI agents, Biotech / health tech","YouTube, Google search, ChatGPT / AI tools",I do not know where to start,"Real industry exposure, Hands-on projects, Mentorship","Beginner-friendly introductions to frontier technologies, Career pathways in deep tech industries, Real case studies from startups and companies",Beginner: explain the basics clearly,"Problem-solving, Networking and follow-up, Public speaking",A portfolio project,Fully in-person,Weekend programme,"Company visits, Hands-on workshops, Meeting industry practitioners, Team project work, Demo day or final presentation","Learning from real industry practitioners, Working on real company challenges, Internship, job, or research opportunities","Too many lectures, No clear career benefit, No real-world projects",4,"Free for learners, funded by companies or sponsors","The programme is too expensive, The time commitment is too high",A small amount if the programme is useful
22/06/2026 23:34:44,21-24,University student,Design / Creative Technology,"Artificial intelligence / AI agents, Robotics, Cybersecurity, Aerospace / space technology, Advanced materials","Google search, ChatGPT / AI tools, Social media",I lack time,"Updated knowledge about new technologies, Career guidance, Supportive peer community","Beginner-friendly introductions to frontier technologies, How deep tech is used in the real world, How to build a portfolio",Beginner: explain the basics clearly,"Problem-solving, Pitching ideas, Public speaking",A portfolio project,Hybrid: online learning plus in-person sessions,1-day workshop,"Lab visits, Short videos explaining concepts, Personalised learning roadmap, Online project feedback, Recorded sessions I can watch later","Learning from real industry practitioners, Working on real company challenges, Fun and interactive sessions","Too many lectures, Too expensive, Too much time commitment",3,I would only join if scholarship or sponsorship is available,"The time commitment is too high, The location is inconvenient, I prefer fully online learning",Nothing / I would only join if it is free
22/06/2026 23:51:17,21-24,University student,Accounting,FinTech,"Google search, ChatGPT / AI tools, Friends or peers","I am interested, but not motivated enough yet","Updated knowledge about new technologies, Hands-on projects","Startup idea development, How to use AI tools effectively",I am not sure yet,"Problem-solving, Public speaking, Understanding business models",I am not sure,Mostly in-person with some online support,6-8 week programme,"Company visits, AI tutor or chatbot support, Online project feedback","Working on real company challenges, Getting mentor feedback, Fun and interactive sessions","Too technical too quickly, No real-world projects, Not beginner-friendly",4,"A mix of learners, companies, universities, and sponsors","I am not confident enough to join, I am not sure what I want to learn yet",I am not sure
22/06/2026 23:54:19,21-24,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Semiconductors / chips, Quantum technology, Cybersecurity, Aerospace / space technology, FinTech","YouTube, Google search, ChatGPT / AI tools",No problem,"Real industry exposure, Career guidance, Networking opportunities","Beginner-friendly introductions to frontier technologies, Career pathways in deep tech industries, Real case studies from startups and companies",Project-focused: I want to build something practical,"Problem-solving, Networking and follow-up, Pitching ideas",A completed prototype,Hybrid: online learning plus in-person sessions,1-day workshop,"Company visits, Lab visits, Hands-on workshops, Networking with peers, Meeting industry practitioners","Learning from real industry practitioners, Working on real company challenges, Getting mentor feedback","Too many lectures, Too much theory, Too technical too quickly",3,"Low-cost for learners, partly funded by partners","The programme is too expensive, The location is inconvenient, I am not confident enough to join",A moderate amount if there are strong outcomes
23/06/2026 00:00:01,18-20,University student,AI / Computer Science / Data,"Cybersecurity, Aerospace / space technology","YouTube, Google search, ChatGPT / AI tools",I lack access to mentors or industry professionals,"Real industry exposure, Mentorship, Supportive peer community","Beginner-friendly introductions to frontier technologies, Hands-on prototyping, Research opportunities",Project-focused: I want to build something practical,"Networking and follow-up, Building prototypes, Understanding business models",A portfolio project,Mostly in-person with some online support,4-week programme,"Hands-on workshops, Networking with peers, Hackathon-style challenge, Personalised learning roadmap","Meeting ambitious peers, Internship, job, or research opportunities, Recognition, certificate, or portfolio evidence","Too technical too quickly, No clear career benefit, Too expensive",5,"Low-cost for learners, partly funded by partners","The programme is too expensive, I do not know if it will help my career, I do not know if the certificate or outcome will be valuable",A small amount if the programme is useful
23/06/2026 00:01:58,18-20,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, FinTech","YouTube, Google search, Social media",I do not know which pathway suits me,"Updated knowledge about new technologies, Hands-on projects, Access to companies or labs","Hands-on prototyping, How to build a portfolio, How to get internships or industry exposure",Project-focused: I want to build something practical,"Networking and follow-up, Using AI tools, Understanding business models",A portfolio project,Self-paced learning with live check-ins,4-week programme,"Team project work, Demo day or final presentation, Online project feedback, Recorded sessions I can watch later","Working on real company challenges, Building something practical, Internship, job, or research opportunities","Too technical too quickly, No real-world projects, Too expensive",4,"Low-cost for learners, partly funded by partners","The programme is too expensive, I prefer fully online learning, I would only join if there are clear internship, job, research, or startup opportunities",A small amount if the programme is useful
23/06/2026 00:08:54,18-20,University student,Engineering / Robotics,Aerospace / space technology,Social media,I do not know what skills I need,"Career guidance, Confidence to take action, Access to companies or labs","Beginner-friendly introductions to frontier technologies, Hands-on prototyping, Research opportunities",Intermediate: I know some basics and want to apply them,"Problem-solving, Public speaking, Building prototypes",A completed prototype,Self-paced learning with live check-ins,Weekend programme,"Hands-on workshops, Mentorship sessions, Team project work, Short videos explaining concepts","Getting mentor feedback, Clear career or research pathways, Internship, job, or research opportunities","No industry access, Too much time commitment, Not beginner-friendly",4,Paid by universities or schools,"I prefer fully in-person learning, I am not sure what I want to learn yet",A moderate amount if there are strong outcomes
23/06/2026 00:13:28,15-17,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, I am not sure yet",Social media,"I am interested, but not motivated enough yet","Career guidance,",How deep tech is used in the real world,Career-focused: I want to understand pathways and opportunities,"Problem-solving, Public speaking, Using AI tools",Internship or job opportunity,Hybrid: online learning plus in-person sessions,Ongoing community or membership,"Hands-on workshops, Networking with peers, Team project work, Personalised learning roadmap","Building something practical, Internship, job, or research opportunities, Fun and interactive sessions","No real-world projects, Too expensive, Not beginner-friendly",2,"Free for learners, funded by companies or sponsors","The programme is too expensive, I am not confident enough to join, I am worried the content will be too difficult",Nothing / I would only join if it is free
23/06/2026 00:15:05,15-17,University student,Biotechnology / Health / Medicine,"Biotech / health tech, Quantum technology, Aerospace / space technology","YouTube, Google search, Online courses",I do not know where to start,"Hands-on projects, Career guidance, Networking opportunities","Hands-on prototyping, Research opportunities, How to get internships or industry exposure",Beginner: explain the basics clearly,"Problem-solving, Public speaking, Building prototypes",A research proposal,Hybrid: online learning plus in-person sessions,Weekend programme,"Company visits, Lab visits, Hands-on workshops, Mentorship sessions, Team project work","Learning from real industry practitioners, Building something practical, Clear career or research pathways","Too much theory, No real-world projects, No industry access",5,"Free for learners, funded by companies or sponsors","The programme is too expensive, The location is inconvenient, I do not have enough background knowledge in deep tech",A moderate amount if there are strong outcomes
23/06/2026 00:15:07,18-20,University student,Biotechnology / Health / Medicine,Artificial intelligence / AI agents,YouTube,I lack time,Updated knowledge about new technologies,Beginner-friendly introductions to frontier technologies,Beginner: explain the basics clearly,Using AI tools,I am not sure,I am not sure,3-month programme,Short videos explaining concepts,Building something practical,"Too much theory, Too expensive, Too much time commitment",4,I am not sure,"The programme is too expensive, The time commitment is too high",Nothing / I would only join if it is free
23/06/2026 00:23:19,18-20,University student,Science / Research,"Biotech / health tech, Aerospace / space technology","YouTube, Friends or peers, Teachers or lecturers",I lack money,"Real industry exposure, Career guidance, Networking opportunities","Beginner-friendly introductions to frontier technologies, Career pathways in deep tech industries, How to get internships or industry exposure",Intermediate: I know some basics and want to apply them,Networking and follow-up,Internship or job opportunity,Fully in-person,Weekend programme,"Hands-on workshops, Networking with peers, Meeting industry practitioners, Team project work, Personalised learning roadmap","Learning from real industry practitioners, Clear career or research pathways, Internship, job, or research opportunities",Too expensive,3,I am not sure,"The programme is too expensive, I am not sure what I want to learn yet",A moderate amount if there are strong outcomes
23/06/2026 00:31:24,18-20,University student,AI / Computer Science / Data,"Artificial intelligence / AI agents, Quantum technology, FinTech","YouTube, ChatGPT / AI tools, Teachers or lecturers",No problem,"Real industry exposure, Networking opportunities, Access to companies or labs","Hands-on prototyping, How to get internships or industry exposure, How to pitch and communicate ideas",Beginner: explain the basics clearly,"Problem-solving, Networking and follow-up, Turning ideas into action",Internship or job opportunity,Hybrid: online learning plus in-person sessions,4-week programme,"Company visits, Meeting industry practitioners, Hackathon-style challenge, Recorded sessions I can watch later","Internship, job, or research opportunities, Access to companies, labs, or founders, Recognition, certificate, or portfolio evidence","No industry access, No certificate, portfolio, or visible outcome",4,"Free for learners, funded by companies or sponsors","The programme is too expensive, The location is inconvenient, I am worried the content will be too basic",Nothing / I would only join if it is free
23/06/2026 00:51:49,18-20,University student,Finance / FinTech,"Semiconductors / chips, Quantum technology, Aerospace / space technology, FinTech",YouTube,I lack hands-on project opportunities,"Hands-on projects, Access to companies or labs",Hands-on prototyping,Advanced: I want technical or specialised content,"Pitching ideas, Building prototypes",A portfolio project,Hybrid: online learning plus in-person sessions,2-week sprint,"Hands-on workshops, Recorded sessions I can watch later",Fun and interactive sessions,"Too many lectures, Too much theory, No real-world projects",5,"Free for learners, funded by companies or sponsors",The time commitment is too high,A small amount if the programme is useful
23/06/2026 01:00:52,21-24,University student,AI / Computer Science / Data,I am not sure yet,"YouTube, ChatGPT / AI tools, Friends or peers","I am interested, but not motivated enough yet",Career guidance,"Career pathways in deep tech industries, Hands-on prototyping, How to get internships or industry exposure",Intermediate: I know some basics and want to apply them,"Problem-solving, Pitching ideas, Building prototypes",A career roadmap,Hybrid: online learning plus in-person sessions,2-week sprint,"Company visits, Meeting industry practitioners, Mentorship sessions, Personalised learning roadmap, Online project feedback","Learning from real industry practitioners, Working on real company challenges, Getting mentor feedback","Too many lectures, Too much theory, No clear career benefit",3,"Free for learners, funded by companies or sponsors","The programme is too expensive, The location is inconvenient, I am worried the content will be too difficult",A small amount if the programme is useful
23/06/2026 01:08:42,21-24,University student,AI / Computer Science / Data,Artificial intelligence / AI agents,"YouTube, Google search, ChatGPT / AI tools",I lack time,"Updated knowledge about new technologies, Real industry exposure, Supportive peer community","Real case studies from startups and companies, How deep tech is used in the real world, Hands-on prototyping",Advanced: I want technical or specialised content,"Understanding business models, Turning ideas into action",A startup or venture concept,Fully in-person,3-month programme,"Company visits, Hands-on workshops, Meeting industry practitioners, Mentorship sessions, Hackathon-style challenge","Learning from real industry practitioners, Working on real company challenges, Building something practical","Too many lectures, Too much theory, Too technical too quickly",3,Paid by universities or schools,"The programme is too expensive, The time commitment is too high, The location is inconvenient",A small amount if the programme is useful
23/06/2026 02:31:53,18-20,University student,Biotechnology / Health / Medicine,Biotech / health tech,"YouTube, University or school resources, Teachers or lecturers",I do not know where to start,"Real industry exposure, Mentorship, Startup or research guidance","Real case studies from startups and companies, Research opportunities",Beginner: explain the basics clearly,"Problem-solving, Public speaking",A research proposal,Hybrid: online learning plus in-person sessions,6-8 week programme,"Lab visits, Hands-on workshops, Meeting industry practitioners, Team project work, Hackathon-style challenge","Learning from real industry practitioners, Internship, job, or research opportunities, Recognition, certificate, or portfolio evidence","Too many lectures, Too much theory",4,"Free for learners, funded by companies or sponsors",I am not sure what I want to learn yet,Nothing / I would only join if it is free
23/06/2026 10:28:00,18-20,University student,Finance / FinTech,Artificial intelligence / AI agents,"ChatGPT / AI tools, Teachers or lecturers","I am interested, but not motivated enough yet","Real industry exposure, Hands-on projects, Access to companies or labs","Real case studies from startups and companies, Hands-on prototyping, Research opportunities",Intermediate: I know some basics and want to apply them,"Pitching ideas, Public speaking, Turning ideas into action",Internship or job opportunity,Mostly in-person with some online support,Weekend programme,"Company visits, Hands-on workshops, Meeting industry practitioners, Mentorship sessions, Recorded sessions I can watch later","Building something practical, Internship, job, or research opportunities, Access to companies, labs, or founders","Too much theory, Not beginner-friendly, No certificate, portfolio, or visible outcome",3,"A mix of learners, companies, universities, and sponsors","The time commitment is too high, The location is inconvenient, I am worried the content will be too difficult",A moderate amount if there are strong outcomes
